season,team,position,depth_chart_position,jersey_number,status,player_name,first_name,last_name,birth_date,height,weight,college,player_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number,age
2026,ARI,QB,QB,19.0,ACT,Carson Beck,Carson,Beck,2001-11-19,76.0,233,Miami; Georgia,00-0041561,4430841,a67c28ce-9e03-46f1-9fb6-b5ef70eb20db,,19287,,BeckCa01,24994,13272,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yvybqpgnezk75h9rpobv",,1,REG,A01,Carson,BEC122142,62687,32004245-4312-2142-556e-736a5eb6c7f7,2026,2026,AZ,65.0,24.0
2026,ARI,LS,LS,59.0,ACT,Casey Kreiter,Casey,Kreiter,1990-08-13,73.0,250,Iowa,00-0030957,,,,,,,,,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z4slqb9le4p5tjmwtvps",,1,REG,A01,Casey,KRE233600,41797,32004b52-4523-3600-312f-642e8b6af048,2014,2014,,,36.0
2026,ARI,K,K,38.0,ACT,Chad Ryland,Chad,Ryland,1999-10-15,72.0,183,Maryland; Eastern Michigan,00-0038567,4363538,c77efa70-0691-4a21-8064-a5880569b559,40159,17107,77083,RylaCh00,24436,10955,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gbfzwbzdl9wj582nh5g9",,1,REG,A01,Chad,RYL029663,55977,32005259-4c02-9663-76b8-52ab16a27c3a,2023,2023,NE,112.0,26.0
2026,ARI,OL,G,57.0,RES,Chase Bisontis,Chase,Bisontis,2004-06-10,77.0,315,Texas A&M,00-0041468,,,,,,,,,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qb9l3hc9l6pytbgpwrmd",,1,REG,R01,Chase,BIS728645,62656,32004249-5372-8645-6b45-2c7f24fa2511,2026,2026,AZ,34.0,22.0
2026,ARI,LB,ILB,0.0,ACT,Cody Simon,Cody,Simon,2002-04-01,74.0,235,Ohio State,00-0040645,4429071,bb0b9a85-f3f0-40e5-86fe-0434494caf17,,18723,129757,SimoCo01,26074,12648,1,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/spyk3s7fvbcbz7vj32sg",,1,REG,A01,Cody,SIM360678,58320,32005349-4d36-0678-3e3e-c61679fe28bd,2025,2025,AZ,115.0,24.0
2026,ARI,DB,FS,42.0,ACT,Dadrion Taylor-Demerson,Dadrion,Taylor-Demerson,2001-01-20,70.0,195,Texas Tech,00-0039864,4428633,ed59f931-fb26-4809-b862-a29fb7825942,,17996,97348,TaylDa02,25138,11744,2,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w4wcod46hxptpseyi6o3",,1,REG,A01,Dadrion,TAY812808,57225,32005441-5981-2808-5fd7-3fe9e12204ea,2024,2024,AZ,104.0,25.0
2026,ARI,DL,NT,96.0,DEV,Damonic Williams,Damonic,Williams,2004-09-04,73.0,305,Oklahoma; TCU,00-0041369,,,,,,,,,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/je6s5ezbps6ouanmle5p",,1,REG,P01,Damonic,WIL206532,63633,32005749-4c20-6532-c947-0dbbb27c5ef6,2026,2026,,,21.0
2026,ARI,DL,DE,55.0,ACT,Dante Stills,Dante,Stills,1999-12-14,76.0,285,West Virginia,00-0038623,4362225,f9a8db9d-9a13-485c-abf0-b5a48e1ff808,40244,17154,76937,StilDa01,24440,11015,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xmtckml9zzgrv1r04anq",,1,REG,A01,Dante,STI401047,56078,32005354-4940-1047-64a1-126f952db8f0,2023,2023,AZ,213.0,26.0
2026,ARI,DL,DT,56.0,ACT,Darius Robinson,Darius,Robinson,2001-09-13,77.0,285,Missouri,00-0039854,4569480,7ceb8b7a-9797-4186-8dbe-4446b415c0fb,,17790,98946,RobiDa01,25299,11658,2,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hctx4lm0ru8shpgb4vkc",,1,REG,A01,Darius,ROB388955,57148,3200524f-4238-8955-ee72-4b029172a7eb,2024,2024,AZ,27.0,24.0
2026,ARI,OL,T,67.0,DEV,Demontrey Jacobs,Demontrey,Jacobs,1998-11-22,78.0,315,South Florida Community College; Grambling State,00-0038792,,,,,,,,,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u3aknrx8tn2qjh8o4wua",,1,REG,P06,Demontrey,JAC716597,56511,32004a41-4371-6597-82f3-8b10e4b40c80,2023,2023,,,27.0
2026,ARI,DB,CB,29.0,ACT,Denzel Burke,Denzel,Burke,2002-11-10,71.0,193,Ohio State,00-0040195,4432668,51d70da6-cd09-4f2d-8b1a-1a458bea1d8a,,18596,145070,BurkDe01,25017,12657,1,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ertjghbr5dldlhzml7jh",,1,REG,A01,Denzel,BUR173022,58379,32004255-5217-3022-cf62-5ee1affb3ebf,2025,2025,AZ,174.0,23.0
2026,ARI,WR,WR,81.0,ACT,Devin Duvernay,Devin,Duvernay,1997-09-12,71.0,202,Texas,00-0036331,4039050,d93dbc83-e604-4823-a24e-d162cbd8d4d9,32762,14636,40006,DuveDe00,21721,6847,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tj3t166iwsxbnyzxcyyl",,1,REG,A01,Devin,DUV459005,52500,32004455-5645-9005-cfce-f0b0bb8205b8,2020,2020,BAL,92.0,28.0
2026,ARI,DB,DB,39.0,CUT,Devyn Bobby,Devyn,Bobby,,,189,,00-0041597,,,,,,,,,0,,,1,REG,W03,Devyn,BOB309160,63864,3200424f-4230-9160-4f7a-35a63b82beab,2026,2026,,,
2026,ARI,LB,OLB,54.0,ACT,Eku Leota,Andrew,Leota,1999-05-11,76.0,257,Auburn,00-0038782,4361272,d771b360-ec5d-11ed-b990-f9ecab1eae94,40574,16922,82363,LeotEk00,24273,11336,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yj4vx0pliwqrimhyeiyw",,1,REG,A01,Eku,LEO772615,56501,32004c45-4f77-2615-e3d6-a2255f6293d2,2023,2023,,,27.0
2026,ARI,DB,CB,26.0,CUT,Elijah Culp,Elijah,Culp,,,187,,00-0041364,,,,,,,,,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/byz0elucp4zkyalthjs1",,1,REG,W03,Elijah,CUL538111,63628,32004355-4c53-8111-e7c2-1408e9db7af4,2026,2026,,,
2026,ARI,TE,TE,84.0,ACT,Elijah Higgins,Elijah,Higgins,2000-10-27,75.0,234,Stanford,00-0039041,4426844,a01b7698-d67f-4b60-b2fb-4c667336b718,40226,16959,98027,HiggEl00,24449,10231,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qgvtaa0gekopg4ad6vqe",,1,REG,A01,Elijah,HIG138430,56062,32004849-4713-8430-181a-e629ca4da181,2023,2023,MIA,197.0,25.0
2026,ARI,OL,T,65.0,ACT,Elijah Wilkinson,Elijah,Wilkinson,1995-02-10,78.0,329,UMass Amherst,00-0033676,,,,,,,,,9,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/q24grx1dxcv83l2nmayx",,1,REG,A01,Elijah,WIL099353,45550,32005749-4c09-9353-3f4a-f19b70ea3921,2017,2017,,,31.0
2026,ARI,LB,OLB,41.0,CUT,Elliott Brown,Elliott,Brown,1998-02-02,77.0,205,Virginia,00-0039956,,,,,,,,,2,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b1ockqswt9tnan2fgiim",,1,REG,W03,Elliott,BRO414236,55623,32004252-4f41-4236-4a1d-2d9115cab842,2024,2025,,,28.0
2026,ARI,LB,ILB,48.0,DEV,Eugene Asante,Eugene,Asante,2000-01-22,73.0,222,Auburn; North Carolina,00-0040299,,,,,,,,,1,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ktwpzrd5sqwfo0w81ez8",,1,REG,P01,Eugene,ASA591338,58735,32004153-4159-1338-75ed-2632b44597ed,2025,2025,,,26.0
2026,ARI,RB,RB,26.0,DEV,Evan Hull,Evan,Hull,2000-10-26,70.0,210,Northwestern,00-0038397,4569609,20d82a85-0128-499a-9330-2906af3cbb09,40169,16676,97302,HullEv00,24204,9220,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xyyujk9mvvzegaiefp51",,1,REG,P01,Evan,HUL084697,56041,32004855-4c08-4697-e160-3c4a9d8ca5e2,2023,2023,IND,176.0,25.0
2026,ARI,QB,QB,15.0,ACT,Gardner Minshew,Gardner,Minshew,1996-05-16,73.0,225,Washington State,00-0035289,4038524,dabb52c0-455b-48fe-996b-abf758120623,32010,13741,41401,MinsGa00,20880,6011,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/knlacyr7rqfkcxiriudj",,1,REG,A01,Gardner,MIN604610,47961,32004d49-4e60-4610-dc98-dcddea9bb1f6,2019,2019,JAX,178.0,30.0
2026,ARI,DB,CB,21.0,ACT,Garrett Williams,Garrett,Williams,2001-06-01,70.0,189,Syracuse,00-0039007,4568506,e2fdfaf7-d2c4-4482-9ac2-f8fe43c49130,40127,16723,99723,WillGa00,24110,10932,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/av20qv7vnk7arcnw25bd",,1,REG,A01,Garrett,WIL292135,55937,32005749-4c29-2135-4337-7403b68fd2b1,2023,2023,AZ,72.0,25.0
2026,ARI,WR,WR,30.0,DEV,Harrison Wallace III,Harrison,Wallace,2003-04-23,71.0,192,Mississippi; Penn State,00-0041368,4699354,38305450-4259-11f1-8903-9383895bb91d,,19331,145090,WallHa00,26946,13670,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mxwpoysyvficq6vgvcdq",,1,REG,P01,Harrison,WAL505425,63632,32005741-4c50-5425-d6a3-7e2a4b9d8ae4,2026,2026,,,23.0
2026,ARI,OL,G,58.0,ACT,Hayden Conner,Hayden,Conner,2002-04-26,78.0,320,Texas,00-0040219,,,,,,,,,1,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sc7uno5kkkxgosvjz18t",,1,REG,A01,Hayden,CON459403,58416,3200434f-4e45-9403-d6cd-690f5edb2930,2025,2025,AZ,211.0,24.0
2026,ARI,OL,C,72.0,ACT,Hjalte Froholdt,Hjalte,Froholdt,1996-08-20,77.0,310,Arkansas,00-0035258,,,,,,,,,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ylkuycgg5mlekrd0e7uy",,1,REG,A01,Hjalte,FRO242081,47901,32004652-4f24-2081-4dce-09bac366d016,2019,2019,NE,118.0,30.0
2026,ARI,DB,DB,37.0,CUT,Hudson Clark,Hudson,Clark,,,191,,00-0040479,,,,,,,,,1,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mljmmhm13oo8pxc7reag",,1,REG,W03,Hudson,CLA359723,58924,3200434c-4135-9723-8b18-d4137a2e5c9b,2025,2025,,,
2026,ARI,TE,TE,89.0,ACT,Hunter Long,Hunter,Long,1998-08-19,77.0,253,Boston College,00-0037004,4239944,ebc576d0-a98b-4f82-aaf9-901a3911487d,33469,15246,60859,LongHu00,22509,7535,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wlj6sdfj5qcy8bt2qyxb",,1,REG,A01,Hunter,LON317078,53510,32004c4f-4e31-7078-2c2a-6aecda5dccae,2021,2021,MIA,81.0,28.0
2026,ARI,WR,WR,83.0,DEV,Ihmir Smith-Marsette,Ihmir,Smith-Marsette,1999-08-29,73.0,179,Iowa,00-0036635,4240573,39156891-0d05-470b-8b64-751602820bb1,33545,15287,61324,SmitIh00,22595,7559,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mnfsun286mv5azpa8zaw",,1,REG,P07,Ihmir,SMI829563,53586,3200534d-4982-9563-32f4-e8f3bd64568e,2021,2021,MIN,157.0,27.0
2026,ARI,OL,G,73.0,ACT,Isaac Seumalo,Isaac,Seumalo,1993-10-29,76.0,303,Oregon State,00-0032954,,,,,,,,,10,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ezvqcoqxojheotcoyinv",,1,REG,A01,Isaac,SEU306003,43368,32005345-5530-6003-d964-c18cd95b904b,2016,2016,PHI,79.0,32.0
2026,ARI,OL,G,74.0,ACT,Isaiah Adams,Isaiah,Adams,2000-07-21,76.0,315,Illinois; Garden City CC,00-0039808,,,,,,,,,2,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ule1nyboygcfxxc0qz8l",,1,REG,A01,Isaiah,ADA373948,57192,32004144-4137-3948-a77f-ac8f4d02b20f,2024,2024,AZ,71.0,26.0
2026,ARI,P,P,49.0,CUT,Jack Browning,Jack,Browning,2001-11-14,71.0,190,San Diego State; Grossmont,00-0039477,4876013,ddd2e220-0709-11ef-8cb5-b5238826fa26,,18311,146137,BrowJa10,25398,12005,2,,,1,REG,W03,Jack,BRO816727,57591,32004252-4f81-6727-564e-5bb4815fed6a,2024,2024,,,24.0
2026,ARI,LB,ILB,50.0,ACT,Jack Gibbens,Jack,Gibbens,1998-11-24,75.0,245,Minnesota; Abilene Christian,00-0037596,4249739,aa030100-cca0-11ec-80d0-652593cc1bb6,34454,16576,57662,GibbJa00,24003,8680,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cbl2jymi5wc5wxctu1es",,1,REG,A01,Jack,GIB027551,55184,32004749-4202-7551-796e-53bccf3bf6b8,2022,2022,,,27.0
2026,ARI,QB,QB,7.0,ACT,Jacoby Brissett,Jacoby,Brissett,1992-12-11,76.0,235,N.C. State; Florida,00-0033119,2578570,ad2258ab-67f0-41c2-bcf3-f3ba145187dc,29325,10919,10725,BrisJa00,18018,3257,10,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qjswiunczrn5xmdiqhlz",,1,REG,A01,Jacoby,BRI516391,43380,32004252-4951-6391-fb1e-f908d9b96e12,2016,2016,NE,91.0,33.0
2026,ARI,WR,WR,83.0,ACT,Jalen Brooks,Jalen,Brooks,2000-05-07,74.0,205,South Carolina; Tarleton State; Wingate,00-0038640,4692835,66f7bbe1-eb89-4b48-83db-d947b04ff1fd,40257,17185,111284,BrooJa03,24397,11034,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xeg0tvg6klf0afgddkq6",,1,REG,A01,Jalen,BRO124672,56109,32004252-4f12-4672-48a0-d6175dc0568c,2023,2023,DAL,244.0,26.0
2026,ARI,RB,RB,6.0,RES,James Conner,James,Conner,1995-05-05,73.0,233,Pittsburgh,00-0033553,3045147,28a084c0-14df-499f-bd1f-b975603626b7,30218,11691,11860,ConnJa00,18983,4137,9,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ka8wlhtteg8hsowsdofk",,1,REG,R48,James,CON461999,44917,3200434f-4e46-1999-59e9-253cedeec3a5,2017,2017,PIT,105.0,31.0
2026,ARI,TE,TE,46.0,RES,Jameson Geers,Jameson,Geers,2002-12-05,77.0,250,Minnesota,00-0041366,,,,,,,,,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c8jeabzy38oouigdr214",,1,REG,R01,Jameson,GEE574485,63630,32004745-4557-4485-6c0f-eb40927121c6,2026,2026,,,23.0
2026,ARI,DL,DT,98.0,DEV,Jared Harrison-Hunte,Jared,Harrison-Hunte,2000-07-22,76.0,294,SMU; Miami,00-0040283,,,,,,,,,1,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zlu1tvw0ethftax8vcfa",,1,REG,P01,Jared,HAR648678,58719,32004841-5264-8678-bb7e-eb68a5c4f282,2025,2025,,,26.0
2026,ARI,OL,T,66.0,ACT,Jayden Williams,Jayden,Williams,2003-04-10,76.0,320,Mississippi,00-0041113,,,,,,,,,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y6ju7uixfyiuetnzraux",,1,REG,A01,Jayden,WIL353996,62839,32005749-4c35-3996-376d-f836d7e7cefd,2026,2026,AZ,217.0,23.0
2026,ARI,RB,RB,4.0,ACT,Jeremiyah Love,Jeremiyah,Love,2005-05-31,72.0,212,Notre Dame,00-0041027,4870808,ca61f1e4-5a51-45b8-b8e3-f6564d9c2648,,19235,171090,LoveJe00,26768,13287,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b12gtjsylmql5v7iyyla",,1,REG,A01,Jeremiyah,LOV121782,62625,32004c4f-5612-1782-cbb3-b4614515b83d,2026,2026,AZ,3.0,21.0
2026,ARI,DB,FS,32.0,RES,Joey Blount,Joey,Blount,1998-11-16,73.0,205,Virginia,00-0037141,4240824,6604be40-cd99-11ec-b94f-57e6927758e6,34388,16453,62771,BlouJo00,23600,8683,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uxh3ge9oyjyl6qjwzx5g",,1,REG,R01,Joey,BLO578781,54819,3200424c-4f57-8781-bfd2-074996ef6b46,2022,2022,,,27.0
2026,ARI,OL,C,71.0,ACT,Jon Gaines II,Jon,Gaines,1999-05-24,76.0,300,UCLA,00-0038571,,,,,,,,,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fz0ka8wofw3dvqr6whnv",,1,REG,A01,Jon,GAI528003,55987,32004741-4952-8003-df7b-681a2f35ed49,2023,2023,AZ,122.0,27.0
2026,ARI,LB,OLB,52.0,ACT,Jordan Burch,Jordan,Burch,2001-10-10,76.0,280,Oregon; South Carolina,00-0040137,4428996,930464fc-202d-4592-9a04-ef830194cef0,,18664,124227,BurcJo00,26202,12579,1,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e1l9bvbtlmy2ea7izknj",,1,REG,A01,Jordan,BUR025953,58283,32004255-5202-5953-8c48-fd1a09f8abd0,2025,2025,AZ,78.0,24.0
2026,ARI,OL,T,78.0,ACT,Josh Fryar,Joshua,Fryar,2002-02-12,77.0,320,Ohio State,00-0040382,,,,,,,,,1,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b9mitmbbavxycpafysqu",,1,REG,A01,Josh,FRY375148,58823,32004652-5937-5148-3789-2626ebf7e2a3,2025,2025,,,24.0
2026,ARI,DB,DB,38.0,CUT,Josh Minkins,Josh,Minkins,,,200,,00-0040576,,,,,,,,,1,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ycuiofsxvlbphdmuln5k",,1,REG,R01,Josh,MIN361541,59047,32004d49-4e36-1541-5beb-cc2a792d4bd7,2025,2025,,,
2026,ARI,LB,OLB,10.0,ACT,Josh Sweat,Josh,Sweat,1997-03-29,77.0,253,Florida State,00-0034381,3693166,66a67b5d-500d-46e8-90c6-e2f127d38190,31101,12546,50120,SweaJo00,19918,4999,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mfeq6gxl0uurxjsqdbos",,1,REG,A01,Josh,SWE031587,46199,32005357-4503-1587-1549-97ce6a8d1aa2,2018,2018,PHI,130.0,29.0
2026,ARI,DL,DT,94.0,RES,Kaleb Proctor,Kaleb,Proctor,2004-04-26,74.0,291,Southeastern Louisiana,00-0041555,5084514,069aaa06-d90f-4af3-92d5-65365023b8c5,,19529,,ProcKa01,28077,13503,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/poc14gh4dkx2uqoronkr",,1,REG,R01,Kaleb,PRO115871,62726,32005052-4f11-5871-6774-900b7aa2aee7,2026,2026,AZ,104.0,22.0
2026,ARI,DB,CB,35.0,DEV,Kalen King,Kalen,King,2003-01-28,71.0,190,Penn State,00-0039239,4431433,c8cf0369-d2bc-47be-b459-360b277e081f,,17739,145096,KingKa00,24965,11830,2,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ioicfjbnscvcn1hlzvxl",,1,REG,P01,Kalen,KIN552601,57375,32004b49-4e55-2601-ddd6-31490dc91198,2024,2024,GB,255.0,23.0
2026,ARI,LB,ILB,43.0,ACT,Karson Sharar,Karson,Sharar,2003-03-07,73.0,231,Iowa,00-0041093,4709695,c5348b1f-698f-41f0-bf2c-0c0a89bab07a,,19554,144873,SharKa00,28101,13551,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pn4rwj6bnv1z3xykee5f",,1,REG,A01,Karson,SHA308806,62805,32005348-4130-8806-961d-578f3d9f575e,2026,2026,AZ,183.0,23.0
2026,ARI,DB,CB,13.0,ACT,Kei'Trel Clark,Kei'Trel,Clark,2001-03-19,70.0,177,Louisville,00-0038984,4426923,a7140ce9-4841-4f7f-9bda-5dcd75899eec,40229,16695,104163,ClarKe02,24189,11014,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mcmz4ef4fvvoqapbf8rf",,1,REG,A01,Kei'Trel,CLA395333,56045,3200434c-4139-5333-4a18-780ebdf70394,2023,2023,AZ,180.0,25.0
2026,ARI,WR,WR,17.0,ACT,Kendrick Bourne,Kendrick,Bourne,1995-08-04,73.0,203,Eastern Washington,00-0033307,3045523,5aba3610-ab55-4922-ac46-806ded5eb8bf,30551,11847,12270,BourKe00,19318,4454,9,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yzfa94cmhpcqamrwzdzk",,1,REG,A01,Kendrick,BOU434790,45185,3200424f-5543-4790-acfc-7b92d77f3c8b,2017,2017,,,31.0
2026,ARI,DL,DT,60.0,CUT,Keveion'ta Spears,Keveion'ta,Spears,,,313,,00-0041594,,,,,,,,,0,,,1,REG,W03,Keveion'ta,SPE088890,63402,32005350-4508-8890-37cb-45ee349e361c,2026,2026,,,
2026,ARI,DB,FS,36.0,ACT,Kitan Crawford,Kitan,Crawford,2001-12-31,71.0,204,Nevada; Texas,00-0040230,4430821,4c752c92-6699-40b0-b436-035f152af376,,18639,123111,CrawKi00,26165,12736,1,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/puy0uqictbwcojpkmmrr",,1,REG,A01,Kitan,CRA691586,58430,32004352-4169-1586-ee74-fe39141058f7,2025,2025,AZ,225.0,24.0
2026,ARI,DL,DE,91.0,ACT,L.J. Collier,Lawrence,Collier,1995-09-12,74.0,291,TCU,00-0035636,3116449,9d546e3b-0eb3-4926-a5ef-eb5e48b9330e,31861,13751,48822,CollLJ00,21008,5861,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i39nt3smr30rgznvlal3",,1,REG,A01,L.J.,COL214397,47812,3200434f-4c21-4397-f757-46fb95d63f5e,2019,2019,SEA,29.0,30.0
2026,ARI,LB,ILB,1.0,ACT,Mack Wilson,Mack,Wilson,1998-02-14,73.0,240,Alabama,00-0035144,4040983,0790a8d6-5316-4204-91a6-8508ca48973b,31987,13609,43190,WilsMa03,20994,6131,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zjazfilpr7k2agiwqpxn",,1,REG,A01,Mack,WIL747169,47938,32005749-4c74-7169-f251-e69c40d45765,2019,2019,CLE,155.0,28.0
